,drug,count
11890,allostim8 or allostim-9,1
11891,caringguidance after breast cancer diagnosis,1
11892,percutaneous fluoro guided celiac plexus neurolysis,1
11893,"hepatocellular cancer (hcc) treatments including oral anti-cancer therapy [nexavar (sorafenib, bay43-9006)]",1
11894,energy healing,1
11895,carbon dioxide fractional laser,1
11896,robotic gastrectomy,1
11897,trebananib 30 mg/kg,1
11898,milled seed mix,1
11899,bn83495 (cohort 2),1
11900,d-0316,1
11901,whyx cancer group,1
11902,use of [18f]fdg - pet/ct for the diagnosis and staging of non-small cell lung carcinoma,1
11903,maintenance therapy,1
11904,"cisplatin, etoposide, ifosfamide (high dose)",1
11905,177lu radiolabeled monoclonal antibody huj591 (177lu -j591),1
11906,peptide vaccine (muc-1),1
11907,"general anesthesia,orbital operation",1
11908,licorice root extract,1
11909,pancreatic stump exposed without omentum binding,1
11910,review of screening tests and molecular test results,1
11911,general anesthesia for ebus/tbna,1
11912,pbr pet,1
11913,vitamin b6 plus folic acid,1
11914,iv ketamine/lidocaine/iv pca apply,1
11915,"rituximab, methotrexate, temozolomide",1
11916,dkn-01 150 mg,1
11917,partial breast radiation after lumpectomy,1
11918,jak2v617f mutation,1
11919,cohort 3-bortezomib (velcade ®),1
11920,fmri scan (optional),1
11921,total abdominal hysterectomy,1
11922,3 month physical activity intervention,1
11923,arm circumference measurement,1
11924,nelarabine injection 650mg/m2,1
11925,"placebo (dmc, são paulo, brazil)",1
11926,neurotization,1
11927,adxs-503,1
11928,mycobacterial cell wall-dna complex,1
11929,sc-peg,1
11930,interleukin-2 (il2),1
11931,"questionaire, blood or saliva sample",1
11932,high dose n-acetylcysteine,1
11933,pancreatic surgical procedure,1
11934,xonrid® gel,1
11935,metformin plus letrozole,1
11936,acenocoumarol,1
11937,rxtimercap,1
11938,ro-choep-21 (phase i),1
11939,placebo cutaneous cream application,1
11940,biological: prohema-cb,1
11941,selective neck dissection including level iib,1
11942,lenalidomide 15 mg,1
11943,collagenase clostridium histolyticum 2.9 mg/ml [xiaflex],1
11944,amonafide dihydrochloride,1
11945,"""investigator's choice"" chemotherapy",1
11946,liposomal-encapsulated doxorubicin,1
11947,"ct-scan, pet-scan",1
11948,digital subtraction angiography,1
11949,art-123 (high frequency),1
11950,dietary recommendations,1
11951,mva 5t4,1
11952,home training,1
11953,"panobinostat, cisplatin, pemetrexed",1
11954,weight measurement,1
11955,caelyx (pegylated liposomal doxorubicin; sch 200746),1
11956,attention control (health education),1
11957,ibrance,1
11958,erlotinib (trade name: tarceva®) or icotinib (trade name: conmana®),1
11959,"vorinostat, lenalinomide and dexamethasone",1
11960,femmed breast health formula,1
11961,tunel assay,1
11962,eus-guided fine needle biopsy sampling (eus-fnb),1
11963,other conventional techniques,1
11964,switch from calcineurin inhibitor to an mtor inhibitor,1
11965,fluorescence and thermal imaging,1
11966,anti-cd19 car t cells,1
11967,123i-meta-iodobenzylguanidine,1
11968,"cardiac, pulmonary, auditory and biological assessment",1
11969,allogeneic lymphocytes,1
11970,s-1; oxaliplatin; 5-fu; leucovorin calcium,1
11971,blood sampling for free mutant dna analysis,1
11972,t cells,1
11973,4sc-202 in combination with pembrolizumab,1
11974,phase ii: placebo,1
11975,"dacarbazine (dtic), trofosfamide, etoricoxib, pioglitazone, temsirolimus",1
11976,standard fractionation (sfx) radiotherapy,1
11977,irx5183,1
11978,"rituximab, cmc544, gemcitabine and oxaliplatine",1
11979,endove endoscopic electroporation,1
11980,p4,1
11981,salirasib,1
11982,renal cell carcinoma/cd40l rna-transfected autologous dendritic cell vaccine ags-003,1
11983,swe ultrasound at six months,1
11984,cytoreductive surgery alone,1
11985,zevalin radioimmunotherapy,1
11986,rp2d (pbf-509+pdr001)_immuno naïve,1
11987,experimental arm: tocosol paclitaxel,1
11988,hormonal and biochemical blood tests and ultrasound scanning,1
11989,focal therapies,1
11990,hybridapc,1
11991,aprepitant/ramosetron/dexamethasone,1
11992,survival and late effects,1
11993,dose level 2,1
11994,nk-92 cells,1
11995,emerging from the haze,1
11996,big-bore tube,1
11997,"volasertib, high dose, d1q3w",1
11998,tamoxifen (pharmacodynamic analysis),1
11999,oral contraceptive: ortho-novum® 1/35,1
12000,gossypol,1
12001,organic germanium,1
12002,debio 1562,1
12003,docetaxel 50mg/m2,1
12004,pectoral plane block,1
12005,tobacco and alcohol status follow-up,1
12006,sdx-105,1
12007,yttrium y 90-labeled basiliximab,1
12008,fluorescent in-situ hybridization (fish),1
12009,etoposide (conditioning for auto transplant),1
12010,lactobacillus reuteri oral solution [biogaia],1
12011,treatment based on no genetic mutation,1
12012,anastrozole+fulvestrant,1
12013,education/daily planning,1
12014,herba scutellaria barbata,1
12015,peginterferon,1
12016,sulforaphane-containing broccoli sprout extracts (active agent),1
12017,phosphate buffer saline (pbs),1
12018,standardized medical treatment of hypertension by sahr,1
12019,osteocool™ rf ablation,1
12020,belotecan hydrochloride,1
12021,preservation of denonvilliers fascia during l-panp surgery,1
12022,acyclovir sodium,1
12023,infrared breast scan,1
12024,"vinorelbine, paclitaxel, nab-paclitaxel , docetaxel, capecitabine",1
12025,xeloda tablets:,1
12026,conditioning regimen tbi + fludarabine,1
12027,photoacoustic tomography,1
12028,gefitinib combined with apatinib,1
12029,ccfdna analysis,1
12030,cea and lipase,1
12031,ercp-guided stent insertion,1
12032,propofol dosage,1
12033,prevena™ incision management system,1
12034,genetically modified ctls,1
12035,watch dvd,1
12036,mp-470 + docetaxel,1
12037,acceleration,1
12038,ly2503029,1
12039,abp 798,1
12040,dotap:chol-fus1,1
12041,sipjeondaebo-tang,1
12042,68ga-dotatoc pet positron emission tomography (pet) whole body scan,1
12043,apatinib 750mg,1
12044,placebo (gelatin tablet),1
12045,asciminib add-on,1
12046,lenalidomide and ga101,1
12047,postpartum follow up 6-8wk after delivery,1
12048,cognitive remediation therapy,1
12049,high dose intracavitary brachytherapy,1
12050,3d motion capture system,1
12051,"""capecitabine""",1
12052,intravenous lidocaine (ivl),1
12053,qigong training,1
12054,stroop color-word test,1
12055,long-term follow-up,1
12056,msk-2206,1
12057,antibody ch14.18,1
12058,probiotics (six probiotic cultures),1
12059,sodium chloride 9 mg/ml,1
12060,donafenib 200mg,1
12061,questionniares,1
12062,drugs and anti-cd19 car transduced t cells,1
12063,perioperative fluid treatment,1
12064,iodine i 131 monoclonal antibody lym-1,1
12065,netupitant / palonosetron,1
12066,assessment of pdl1 expression,1
12067,use of a previous blood collection for patients,1
12068,inhalation of essential oils,1
12069,ascites drainage with vascular catheter.,1
12070,amiloride,1
12071,delayed intervention group,1
12072,bec2 vaccine,1
12073,fludarabine/busulfan x 4 days,1
12074,pirarubicin 25mg/m2,1
12075,ercc1 pathways analysis,1
12076,transplant 1 melphalan,1
12077,information gathering,1
12078,quality of life in metastatic bc,1
12079,vapreotide,1
12080,zoladex 3.6mg,1
12081,letrozole - concomitant,1
12082,oxygen saturation,1
12083,treadmill walking (proof-of-concept),1
12084,pace call/fit4life,1
12085,khk2455,1
12086,placebo ast2818 80mg//40 mg,1
12087,cep-701 60mg,1
12088,at13387 and imatinib,1
12089,autologous transplantation using bexxar/beam,1
12090,bexarotene capsules,1
12091,deferasirox (novartis pharma),1
12092,laparoscopic resection for rectal cancer,1
12093,interactive website,1
12094,self-questionnaire,1
12095,referral to a specialist palliative care team.,1
12096,18f-ffnp,1
12097,inrt,1
12098,fotemustine + vemurafenib,1
12099,jnj-212082,1
12100,mid-infrared spectroscopy with atr,1
12101,search of anal citology alterations,1
12102,docetaxel 35mg/m2,1
12103,fluordeoxyglucose f 18,1
12104,tamsulosin and/or dutasteride,1
12105,specimen collection/risk factor assessment -> diet/exercise -> chemotherapy,1
12106,flx925,1
12107,hyperthermic intraoperative intraperitoneal chemotherapy,1
12108,monosialoganglioside(gm1),1
12109,cognitive exams,1
12110,dmrt,1
12111,"leukine® (sargramostim, gm-csf) and water for injection",1
12112,regn1979 multiple dose levels,1
12113,reconstructive surgery following bladder removal.,1
12114,docetaxel with cytoxan,1
12115,tele-dermatology,1
12116,oesophageal stenting with self expandable metal stent,1
12117,control website,1
12118,"educational information, recommendation and instruction",1
12119,klonidin,1
12120,hbi-8000 in combination with nivolumab,1
12121,acupuncture protocol 2,1
12122,nurse-led care,1
12123,docetaxel + ciclofosfamide,1
12124,arm 1: investigational inf,1
12125,tomosynthesis breast scanning,1
12126,"panitumumab, doxycycline/placebo",1
12127,oral tablet dye for detection of polyps during colonoscopy,1
12128,non-contrast ct scans (metallic markers),1
12129,ovarian drilling by fertiloscopy,1
12130,experimental 1: exercise with 2 counseling types,1
12131,peg-l-asparaginase cons,1
12132,video narrative,1
12133,standard therapy + physical activity program,1
12134,"chemotherapy, multiple agents",1
12135,conmed airseal insufflation system (ais) at low pressure,1
12136,fluorescence angiography with indocianyne green,1
12137,m200 (volociximab) in combination with dacarbazine (dtic),1
12138,"chop, cmab304",1
12139,"mammaprint, blueprint, and full-genome testing",1
12140,informed breast cancer surgical treatment,1
12141,perioperative caloric restriction program,1
12142,tegafur and temozolomide,1
12143,sham pemf device,1
12144,"palonosetron, aprepitant, dexamethasone",1
12145,hypofraction radiation,1
12146,spinal anesthesia and continuous postoperative epidural analgesia,1
12147,"prophylactic cranial irradiation, 1.5 gy fx",1
12148,dashboard,1
12149,sodium 2-hydroxylinoleic,1
12150,comparator: dexamethasone,1
12151,total thyroidectomy (mini video assisted thyroidectomy),1
12152,amg386 plus pld,1
12153,bivalent hpv vaccine,1
12154,abh gel,1
12155,camellia oil,1
12156,sample collection for genome-wide sequencing,1
12157,vats lobectomy using modified equipments,1
12158,"nsaids (permitted,not necessary)",1
12159,carboxymethylcellulose eye drops,1
12160,bilateral mastectomy with reconstruction,1
12161,"dexamethasone, ondansetron, aprepitant",1
12162,ff21101,1
12163,concurrent rad001 2.5 mg/day,1
12164,breast magnetic resonance scanning,1
12165,late parenteral nutrition,1
12166,comparison of follow-up,1
12167,inulin and fructo-oligosaccharide,1
12168,standard fractionation radiotherapy,1
12169,la-z-boy massage chair vibration effect on bladder cancer cell concentration,1
12170,gleevec and arsenic trioxide,1
12171,general anesthesia followed by opioid analgesia,1
12172,bendamustine infusions (arm a),1
12173,famitinib l + docetaxel,1
12174,ribomustin,1
12175,radioiodine i-131,1
12176,cryogenic treatment of warts,1
12177,e39 peptide (100mg)/gm-csf vaccine,1
12178,mri scanning,1
12179,"eortc qlq-c30, qlq-sto22, and msk-10",1
12180,soai,1
12181,"docetaxel, oxaliplatin, capecitabin, bevacizumab, trastuzumab",1
12182,diffusion weighted magnetic resonance imaging (dwmr),1
12183,vitamin d with calcium and clomiphene citrate,1
12184,gx-051,1
12185,part a - azd9291 in combination with azd6094,1
12186,decitabine (baml-16-001-s8),1
12187,iset methode,1
12188,hpc-a,1
12189,capacity enhancement,1
12190,physiotherapy guidance,1
12191,biological: tcr-t,1
12192,"gm-csf dna, nsc 683472 gp100: 209-217(210m), nsc 699048 tyrosinase: 368-376(370d)",1
12193,"electronic brachytherapy (6,1 gy)",1
12194,mr elastography,1
12195,lutathera,1
12196,(resiniferatoxin)(rtx),1
12197,sae battery,1
12198,abtl0812,1
12199,pinatuzumab vedotin,1
12200,azd9291 80 mg,1
12201,acupuncture treatment 2,1
12202,spect-ct imaging,1
12203,anti-tumor necrosis factor alpha monoclonal antibody,1
12204,panobinostat nanoparticle formulation mtx110,1
12205,coiled bipolar radiofrequency ablation,1
12206,tozuleristide,1
12207,urea dose c,1
12208,ihc mart-1,1
12209,medi6383 and medi4736,1
12210,threshold inspiratory muscle trainer (imt),1
12211,tezacitabine (fmdc),1
12212,conventional whole breast radiation schedule,1
12213,apr,1
12214,oxygenation with simple breathing mask,1
12215,implant,1
12216,2l peg,1
12217,oral delivery mucosal stain,1
12218,"vinorelbine, cyclophosphamide and interferon alpha 2b",1
12219,"active arm #1, #2, passive arm #1, #2",1
12220,umbilical cord blood unit (cbu),1
12221,lung cancer cohort,1
12222,"liposomal doxorubicin (myocet), docetaxel and trastuzumab",1
12223,measure dcam levels in blood,1
12224,imatinib escalation,1
12225,mendelsohn swallowing exercise,1
12226,spl-108,1
12227,yttrium-ibritumomab (zevalin),1
12228,proton beam rt,1
12229,apd515,1
12230,gemcitabine with therasphere,1
12231,biological: hbv antigen specific tcr redirected t cell,1
12232,maa for diagnostic spect imaging,1
12233,confocal endomicroscope,1
12234,int230-6,1
12235,tavarlin,1
12236,"real rtms(20 hz, 10 trains, inter train interval 30 sc with total pulses 2000, intensity 80% of motor threshold) daily for 10 consecutive days (5 days/week)",1
12237,cik cells without pd-1 blocking,1
12238,somnage,1
12239,"ad.hifn-? (bg00001, idec-201)",1
12240,anti-cd123 car-t treatment,1
12241,ductal lavage microcatheter,1
12242,lb-100 for injection,1
12243,tti-621 plus nivolumab,1
12244,ct-ttnb,1
12245,breath volatile organic compounds under chemotherapy,1
12246,rgx-104,1
12247,mm-302 in combination with trastuzumab and cyclophosphamide,1
12248,"fluciclitite , pet imaging, and bevacizumab",1
12249,dasatinib - 1a,1
12250,com701 with opdivo (nivolumab).,1
12251,dysphagia scores,1
12252,bibf 1120 (high) + pld 30 mg/m2 + cbdca auc5 mg/ml*min,1
12253,oesophageal doppler,1
12254,cb infusion,1
12255,electronic pro in daily clinical practice,1
12256,fluorouracil/irinotecan/levo-folinic acid/bevacizumab,1
12257,care plan during a visit with an additional visit,1
12258,nab-paclitaxel (abraxane)/gemcitabine (gemzar) protocol plus disulfiram/copper gluconate,1
12259,tositumomab and iodine i 131 tositumomab followed by chop,1
12260,samital®,1
12261,spy glass,1
12262,"biological: quadrivalent human papillomavirus (types 6, 11, 16, 18) recombinant vaccine",1
12263,erector spinae plane block (espb),1
12264,us guided biopsy,1
12265,goal system theory,1
12266,eye amputation,1
12267,bevacizumab treatment,1
12268,cositecan,1
12269,photobiomodulation therapy (pbmt),1
12270,minimal physical activity intervention,1
12271,rt+plnd,1
12272,sinerem (uspio) enhanced mri,1
12273,"docetaxel, placebo",1
12274,standard maintenance,1
12275,shr-1210 plus apatinib,1
12276,denspm ),1
12277,pemetrexed plus gemcitabine,1
12278,androgen blockade + radiation therapy,1
12279,pharmacoeconomic assessment,1
12280,af-guided endobronchial marking,1
12281,prostvac®-vf/tricom™,1
12282,specimen pet/ct scan,1
12283,breast cancer screening and diagnosis,1
12284,set-back suture,1
12285,pembrolizumab mel low dose,1
12286,d3 lymphadenectomy,1
12287,next generation sequencing (ngs) detection,1
12288,placlitaxel,1
12289,decision aid with choice of management,1
12290,standard medical care and cancer resource center,1
12291,"epirubicin, cyclophosphamide, paclitaxel,",1
12292,dexamethasone injection,1
12293,124i-nm404,1
12294,adback nk or t cell,1
12295,eva-online,1
12296,gallium ga 68 psma-r2,1
12297,rapid on-site cytopathologic evaluation (rose),1
12298,donor lymphocyte preparation depleted of functional host alloreactive t-cells (atir),1
12299,pazopanib 5 mg,1
12300,conventional endoscopic mucosal resection,1
12301,ati-0918,1
12302,resection of primary lesion,1
12303,domperidone,1
12304,removal of adrenal tumor,1
12305,tehe only,1
12306,trastuzumab plus docetaxel (for 4 21-day cycles) after four 14-day cycles of doxorubicin plus cyclophosphamide,1
